RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	AOI Name Right	AOI Name Left	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
687385.44	21:27:24:267	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.74	598.40	367.03	633.15	349.97	517.91	402.09	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:667	-	-	-	-	-	-	-	-
687402.26	21:27:24:284	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	597.81	365.71	631.82	349.13	518.18	400.02	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:667	-	-	-	-	-	-	-	-
687418.60	21:27:24:300	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	598.27	366.00	632.17	349.37	518.72	400.27	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:708	-	-	-	-	-	-	-	-
687435.19	21:27:24:317	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	597.67	365.71	631.40	348.43	518.39	400.54	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:708	-	-	-	-	-	-	-	-
687452.57	21:27:24:334	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	598.77	365.59	633.22	349.12	518.54	400.06	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:708	-	-	-	-	-	-	-	-
687468.36	21:27:24:350	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.76	598.51	363.77	633.51	346.05	517.74	399.81	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:750	-	-	-	-	-	-	-	-
687485.09	21:27:24:367	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	597.99	365.73	632.16	348.63	518.17	400.62	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:750	-	-	-	-	-	-	-	-
687501.56	21:27:24:383	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	599.69	363.67	634.17	345.93	519.39	399.50	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:792	-	-	-	-	-	-	-	-
687518.31	21:27:24:400	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	598.76	366.47	632.10	347.88	519.86	402.29	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:792	-	-	-	-	-	-	-	-
687534.85	21:27:24:416	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	600.07	366.34	634.63	347.49	519.71	403.04	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:792	-	-	-	-	-	-	-	-
687551.33	21:27:24:433	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	600.26	366.34	635.30	347.87	519.33	402.92	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:833	-	-	-	-	-	-	-	-
687567.93	21:27:24:449	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	599.50	364.79	634.87	347.92	518.19	400.17	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:833	-	-	-	-	-	-	-	-
687584.65	21:27:24:466	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	599.09	363.46	633.79	344.95	518.62	400.12	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:875	-	-	-	-	-	-	-	-
687601.36	21:27:24:483	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.78	599.51	365.05	633.90	345.63	519.41	402.26	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:875	-	-	-	-	-	-	-	-
687617.91	21:27:24:499	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.76	599.49	364.68	634.41	345.57	518.79	401.91	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:917	-	-	-	-	-	-	-	-
687634.37	21:27:24:516	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	598.58	364.67	633.91	345.13	517.51	402.47	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:917	-	-	-	-	-	-	-	-
687651.02	21:27:24:533	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	598.53	364.58	633.84	345.68	517.46	401.81	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:917	-	-	-	-	-	-	-	-
687667.81	21:27:24:549	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	599.05	364.15	634.99	346.37	517.17	400.69	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:958	-	-	-	-	-	-	-	-
687684.08	21:27:24:566	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.24	3.72	598.85	366.63	633.67	348.44	518.28	402.82	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:958	-	-	-	-	-	-	-	-
687700.79	21:27:24:582	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.74	599.73	366.08	634.95	349.01	518.59	401.49	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:000	-	-	-	-	-	-	-	-
687717.43	21:27:24:599	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.74	599.78	366.29	634.40	347.60	519.37	402.87	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:000	-	-	-	-	-	-	-	-
687733.98	21:27:24:615	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.72	599.68	367.90	634.25	349.68	519.33	403.92	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:042	-	-	-	-	-	-	-	-
687750.54	21:27:24:632	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.76	599.30	366.13	633.01	346.23	520.00	403.35	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:042	-	-	-	-	-	-	-	-
687767.06	21:27:24:649	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	598.51	366.01	633.04	348.05	518.26	401.90	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:042	-	-	-	-	-	-	-	-
687783.74	21:27:24:665	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	598.42	366.18	632.01	346.08	519.33	403.51	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:07:083	-	-	-	-	-	-	-	-
687800.31	21:27:24:682	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.72	600.52	365.97	633.57	348.22	521.74	400.94	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:07:083	-	-	-	-	-	-	-	-
687816.87	21:27:24:698	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	599.52	367.11	634.04	348.35	519.24	403.65	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:083	-	-	-	-	-	-	-	-
687833.47	21:27:24:715	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	601.02	366.91	635.28	348.72	520.87	402.84	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:07:125	-	-	-	-	-	-	-	-
687850.26	21:27:24:732	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	600.15	366.59	636.15	350.18	518.08	401.76	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:125	-	-	-	-	-	-	-	-
687866.68	21:27:24:748	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	601.00	368.36	635.15	351.12	520.95	403.24	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:07:125	-	-	-	-	-	-	-	-
687883.25	21:27:24:765	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	599.88	367.60	635.67	351.84	518.06	401.99	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:167	-	-	-	-	-	-	-	-
687899.80	21:27:24:781	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	599.28	366.94	634.91	349.65	517.74	402.71	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:167	-	-	-	-	-	-	-	-
687916.46	21:27:24:798	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.76	601.90	368.02	636.18	350.50	521.64	403.26	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:07:167	-	-	-	-	-	-	-	-
687933.12	21:27:24:815	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	601.92	368.96	636.00	352.04	521.86	403.50	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:07:167	-	-	-	-	-	-	-	-
687949.73	21:27:24:831	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.78	599.34	367.17	634.63	349.98	518.16	402.65	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:208	-	-	-	-	-	-	-	-
687966.22	21:27:24:848	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.78	599.71	367.66	634.71	351.49	518.78	402.02	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:250	-	-	-	-	-	-	-	-
687982.89	21:27:24:864	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	600.60	366.81	636.48	351.14	518.59	401.23	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:250	-	-	-	-	-	-	-	-
687999.79	21:27:24:881	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.78	599.96	366.92	635.23	350.73	518.69	401.49	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:292	-	-	-	-	-	-	-	-
688016.20	21:27:24:898	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.78	600.07	368.89	634.34	351.07	519.99	404.33	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:292	-	-	-	-	-	-	-	-
688032.61	21:27:24:914	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.78	600.40	368.71	635.35	352.01	519.50	403.49	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:292	-	-	-	-	-	-	-	-
688049.20	21:27:24:931	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.76	600.18	368.28	634.88	350.05	519.63	404.35	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:333	-	-	-	-	-	-	-	-
688065.86	21:27:24:947	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.78	600.66	367.54	636.32	351.40	518.92	402.24	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:333	-	-	-	-	-	-	-	-
688082.44	21:27:24:964	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.24	3.78	599.56	368.04	633.88	350.84	519.44	403.00	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:375	-	-	-	-	-	-	-	-
688098.98	21:27:24:980	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.76	602.41	369.37	637.10	352.81	521.63	403.85	-	-	0.01	-0.06	1.00	0.06	-0.10	0.99	00:00:07:375	-	-	-	-	-	-	-	-
688115.68	21:27:24:997	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.78	600.55	370.76	635.87	353.68	519.25	405.93	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:375	-	-	-	-	-	-	-	-
688133.01	21:27:25:014	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.24	3.76	600.40	370.27	635.26	352.12	519.68	406.23	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:417	-	-	-	-	-	-	-	-
688148.83	21:27:25:030	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	15	4.22	3.78	599.34	369.96	633.91	352.21	519.01	405.41	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:07:417	-	-	-	-	-	-	-	-
688165.48	21:27:25:047	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	15	4.20	3.76	621.01	343.80	656.40	328.64	537.71	379.47	-	-	-0.01	-0.04	1.00	0.05	-0.08	1.00	00:00:07:458	-	-	-	-	-	-	-	-
688182.15	21:27:25:064	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	15	4.10	3.62	645.23	276.48	679.50	260.74	560.61	317.80	-	-	-0.03	0.02	1.00	0.03	-0.03	1.00	00:00:07:458	-	-	-	-	-	-	-	-
688198.58	21:27:25:080	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	15	4.14	3.64	641.72	215.13	676.69	199.52	556.25	261.66	-	-	-0.02	0.07	1.00	0.03	0.02	1.00	00:00:07:458	-	-	-	-	-	-	-	-
688215.35	21:27:25:097	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	15	4.16	3.60	640.26	191.03	675.26	172.52	554.75	242.47	-	-	-0.02	0.09	1.00	0.03	0.03	1.00	00:00:07:500	-	-	-	-	-	-	-	-
688231.96	21:27:25:113	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.68	641.28	187.70	677.88	167.96	554.07	240.73	-	-	-0.02	0.09	1.00	0.04	0.03	1.00	00:00:07:500	-	-	-	-	-	-	-	-
688248.36	21:27:25:130	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.26	3.78	642.00	186.36	680.20	168.50	553.05	237.85	-	-	-0.03	0.09	1.00	0.04	0.04	1.00	00:00:07:542	-	-	-	-	-	-	-	-
688265.00	21:27:25:146	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.28	3.74	642.62	190.04	683.55	171.57	550.91	241.99	-	-	-0.03	0.09	1.00	0.04	0.03	1.00	00:00:07:542	-	-	-	-	-	-	-	-
688281.68	21:27:25:163	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.30	3.72	642.43	191.20	684.70	172.57	549.40	243.30	-	-	-0.03	0.09	1.00	0.04	0.03	1.00	00:00:07:583	-	-	-	-	-	-	-	-
688298.14	21:27:25:180	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.72	644.60	193.83	688.71	176.84	549.56	244.34	-	-	-0.03	0.08	1.00	0.04	0.03	1.00	00:00:07:583	-	-	-	-	-	-	-	-
688314.75	21:27:25:196	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.22	3.78	643.72	197.08	687.99	180.71	548.58	246.79	-	-	-0.03	0.08	1.00	0.04	0.03	1.00	00:00:07:583	-	-	-	-	-	-	-	-
688331.44	21:27:25:213	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.22	3.78	642.64	198.37	687.24	181.22	547.27	248.76	-	-	-0.03	0.08	1.00	0.04	0.03	1.00	00:00:07:625	-	-	-	-	-	-	-	-
688347.91	21:27:25:229	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.22	3.78	642.90	198.65	689.77	181.68	545.22	249.05	-	-	-0.03	0.08	1.00	0.04	0.03	1.00	00:00:07:625	-	-	-	-	-	-	-	-
688364.55	21:27:25:246	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.22	3.72	642.00	199.35	687.68	179.43	545.65	252.35	-	-	-0.03	0.08	1.00	0.04	0.02	1.00	00:00:07:625	-	-	-	-	-	-	-	-
688382.17	21:27:25:264	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.22	3.72	642.77	201.03	689.33	182.15	545.48	253.04	-	-	-0.03	0.08	1.00	0.04	0.02	1.00	00:00:07:667	-	-	-	-	-	-	-	-
688397.97	21:27:25:279	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.22	3.74	643.00	200.47	690.22	180.96	545.03	253.16	-	-	-0.03	0.08	1.00	0.04	0.02	1.00	00:00:07:667	-	-	-	-	-	-	-	-
688414.34	21:27:25:296	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.22	3.72	641.90	200.74	687.89	181.64	545.23	252.90	-	-	-0.03	0.08	1.00	0.04	0.02	1.00	00:00:07:708	-	-	-	-	-	-	-	-
688430.90	21:27:25:312	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.74	642.54	201.17	688.51	182.32	545.84	253.09	-	-	-0.03	0.08	1.00	0.04	0.02	1.00	00:00:07:708	-	-	-	-	-	-	-	-
688447.65	21:27:25:329	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.76	642.51	201.23	688.38	181.95	545.94	253.51	-	-	-0.03	0.08	1.00	0.04	0.02	1.00	00:00:07:750	-	-	-	-	-	-	-	-
688464.37	21:27:25:346	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.76	641.71	200.84	688.18	181.51	544.58	253.26	-	-	-0.03	0.08	1.00	0.04	0.02	1.00	00:00:07:750	-	-	-	-	-	-	-	-
688480.99	21:27:25:362	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.76	642.56	201.03	688.62	182.10	545.77	253.03	-	-	-0.03	0.08	1.00	0.04	0.02	1.00	00:00:07:750	-	-	-	-	-	-	-	-
688497.29	21:27:25:379	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.22	3.74	644.12	202.42	691.15	184.96	546.26	253.04	-	-	-0.04	0.08	1.00	0.04	0.02	1.00	00:00:07:792	-	-	-	-	-	-	-	-
688514.28	21:27:25:396	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.80	645.00	201.86	691.91	184.52	547.19	252.41	-	-	-0.04	0.08	1.00	0.04	0.02	1.00	00:00:07:792	-	-	-	-	-	-	-	-
688530.74	21:27:25:412	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.80	644.60	201.42	691.08	184.37	547.25	251.68	-	-	-0.04	0.08	1.00	0.04	0.03	1.00	00:00:07:792	-	-	-	-	-	-	-	-
688547.08	21:27:25:429	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.74	646.67	201.46	694.89	184.50	547.45	251.80	-	-	-0.04	0.08	1.00	0.04	0.02	1.00	00:00:07:792	-	-	-	-	-	-	-	-
688563.65	21:27:25:445	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	15	4.24	3.76	647.15	200.87	694.57	184.08	548.68	251.01	-	-	-0.04	0.08	1.00	0.04	0.03	1.00	00:00:07:833	-	-	-	-	-	-	-	-
688580.28	21:27:25:462	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	16	4.24	3.78	647.67	201.01	695.32	184.14	548.96	251.25	-	-	-0.04	0.08	1.00	0.04	0.03	1.00	00:00:07:875	-	-	-	-	-	-	-	-
688596.97	21:27:25:478	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	16	4.24	3.72	640.39	184.64	687.84	166.40	542.19	237.16	-	-	-0.03	0.09	1.00	0.05	0.04	1.00	00:00:07:875	-	-	-	-	-	-	-	-
688613.61	21:27:25:495	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	16	4.20	3.64	634.83	147.41	680.61	130.77	538.37	200.91	-	-	-0.03	0.12	0.99	0.05	0.07	1.00	00:00:07:875	-	-	-	-	-	-	-	-
688630.57	21:27:25:512	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Saccade	-	16	4.20	3.66	640.67	130.76	684.31	110.26	545.94	189.48	-	-	-0.03	0.14	0.99	0.04	0.08	1.00	00:00:07:917	-	-	-	-	-	-	-	-
688646.80	21:27:25:528	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	16	4.20	3.62	641.29	131.32	684.43	112.93	546.99	187.91	-	-	-0.03	0.13	0.99	0.04	0.08	1.00	00:00:07:917	-	-	-	-	-	-	-	-
688663.31	21:27:25:545	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	16	4.22	3.68	640.88	129.94	683.13	109.57	547.54	188.65	-	-	-0.03	0.14	0.99	0.04	0.08	1.00	00:00:07:917	-	-	-	-	-	-	-	-
688679.84	21:27:25:561	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	16	4.16	3.58	640.39	129.77	686.37	109.93	543.30	187.77	-	-	-0.03	0.14	0.99	0.04	0.08	1.00	00:00:07:958	-	-	-	-	-	-	-	-
