RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	AOI Name Right	AOI Name Left	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
686074.77	21:27:22:956	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.10	3.58	595.82	360.37	627.31	343.78	519.18	393.66	-	-	0.02	-0.05	1.00	0.07	-0.09	0.99	00:00:05:333	-	-	-	-	-	-	-	-
686090.98	21:27:22:972	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.06	3.58	598.20	359.60	629.91	342.01	521.11	394.06	-	-	0.01	-0.05	1.00	0.06	-0.09	0.99	00:00:05:375	-	-	-	-	-	-	-	-
686108.04	21:27:22:990	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.06	3.58	596.54	359.16	629.33	342.16	518.36	393.62	-	-	0.02	-0.05	1.00	0.07	-0.09	0.99	00:00:05:375	-	-	-	-	-	-	-	-
686124.18	21:27:23:006	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.06	3.58	598.60	360.25	631.02	342.09	520.69	395.57	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:05:375	-	-	-	-	-	-	-	-
686141.26	21:27:23:023	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.06	3.58	597.17	360.96	629.73	342.58	519.26	396.46	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:417	-	-	-	-	-	-	-	-
686157.33	21:27:23:039	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.12	3.58	596.19	358.85	627.77	340.47	519.46	394.03	-	-	0.02	-0.05	1.00	0.07	-0.09	0.99	00:00:05:417	-	-	-	-	-	-	-	-
686173.95	21:27:23:055	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.12	3.60	597.67	360.02	629.69	343.37	520.25	393.73	-	-	0.01	-0.05	1.00	0.07	-0.09	0.99	00:00:05:458	-	-	-	-	-	-	-	-
686190.53	21:27:23:072	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.10	3.60	596.12	360.37	627.00	343.13	520.15	393.99	-	-	0.02	-0.05	1.00	0.07	-0.09	0.99	00:00:05:458	-	-	-	-	-	-	-	-
686207.52	21:27:23:089	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.10	3.60	596.48	359.69	628.19	341.65	519.56	394.56	-	-	0.02	-0.05	1.00	0.07	-0.09	0.99	00:00:05:500	-	-	-	-	-	-	-	-
686224.01	21:27:23:105	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.06	3.60	597.71	361.94	630.18	345.04	519.79	395.95	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:500	-	-	-	-	-	-	-	-
686240.40	21:27:23:122	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.12	3.60	597.01	360.14	628.76	340.76	520.06	396.23	-	-	0.02	-0.05	1.00	0.07	-0.10	0.99	00:00:05:500	-	-	-	-	-	-	-	-
686257.25	21:27:23:139	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.12	3.62	597.27	361.00	630.19	341.99	518.98	397.25	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:542	-	-	-	-	-	-	-	-
686273.48	21:27:23:155	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.14	3.62	597.52	359.60	630.43	341.68	519.15	394.99	-	-	0.01	-0.05	1.00	0.07	-0.09	0.99	00:00:05:542	-	-	-	-	-	-	-	-
686290.40	21:27:23:172	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.16	3.60	596.57	358.19	629.59	339.36	518.21	394.56	-	-	0.01	-0.05	1.00	0.07	-0.09	0.99	00:00:05:583	-	-	-	-	-	-	-	-
686306.67	21:27:23:188	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.60	596.45	359.24	629.24	340.47	518.35	395.35	-	-	0.02	-0.05	1.00	0.07	-0.10	0.99	00:00:05:583	-	-	-	-	-	-	-	-
686323.48	21:27:23:205	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.16	3.60	596.02	359.93	628.83	339.69	518.02	397.33	-	-	0.02	-0.05	1.00	0.07	-0.10	0.99	00:00:05:625	-	-	-	-	-	-	-	-
686339.96	21:27:23:221	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.16	3.62	596.22	359.93	629.55	340.39	517.59	396.96	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:625	-	-	-	-	-	-	-	-
686356.67	21:27:23:238	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.60	597.72	360.34	630.91	340.60	519.11	397.46	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:625	-	-	-	-	-	-	-	-
686373.03	21:27:23:255	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.60	597.11	360.16	630.68	340.35	518.13	397.55	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:667	-	-	-	-	-	-	-	-
686390.06	21:27:23:272	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.60	597.21	362.24	630.41	343.96	518.57	397.90	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:667	-	-	-	-	-	-	-	-
686406.31	21:27:23:288	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.16	3.60	598.82	360.70	633.22	341.82	518.72	397.65	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:667	-	-	-	-	-	-	-	-
686423.41	21:27:23:305	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.16	3.60	598.89	361.80	632.89	342.92	519.23	398.46	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:708	-	-	-	-	-	-	-	-
686439.54	21:27:23:321	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.60	598.72	362.04	633.18	343.02	518.56	399.05	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:708	-	-	-	-	-	-	-	-
686456.08	21:27:23:338	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.62	600.00	361.15	634.22	342.69	519.98	397.60	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:750	-	-	-	-	-	-	-	-
686472.73	21:27:23:354	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.60	599.08	362.10	633.38	344.01	519.02	398.19	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:750	-	-	-	-	-	-	-	-
686489.21	21:27:23:371	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.60	598.74	360.96	633.30	342.47	518.46	397.61	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:792	-	-	-	-	-	-	-	-
686505.81	21:27:23:387	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.60	599.12	361.66	633.66	342.57	518.85	398.80	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:792	-	-	-	-	-	-	-	-
686522.47	21:27:23:404	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.16	3.60	599.09	361.43	633.43	343.34	519.01	397.59	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:792	-	-	-	-	-	-	-	-
686539.16	21:27:23:421	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.60	599.20	362.05	633.76	344.35	518.83	397.90	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:833	-	-	-	-	-	-	-	-
686555.63	21:27:23:437	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.62	598.60	362.54	630.88	344.75	520.84	397.30	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:05:833	-	-	-	-	-	-	-	-
686572.34	21:27:23:454	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.64	600.46	361.43	635.12	342.80	519.91	398.25	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:875	-	-	-	-	-	-	-	-
686588.82	21:27:23:470	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	600.12	361.54	634.64	343.14	519.75	398.09	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:875	-	-	-	-	-	-	-	-
686605.54	21:27:23:487	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.62	599.38	362.14	632.93	344.25	520.14	397.68	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:875	-	-	-	-	-	-	-	-
686622.04	21:27:23:504	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	598.25	364.07	632.68	346.15	518.14	399.90	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:917	-	-	-	-	-	-	-	-
686638.59	21:27:23:520	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	598.43	364.00	632.34	347.48	518.84	398.27	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:05:917	-	-	-	-	-	-	-	-
686655.18	21:27:23:537	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	599.36	362.65	632.87	344.21	520.19	398.63	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:917	-	-	-	-	-	-	-	-
686671.76	21:27:23:553	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	598.64	361.41	632.00	341.28	519.78	398.93	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:05:917	-	-	-	-	-	-	-	-
686688.58	21:27:23:570	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.16	3.62	597.23	364.37	630.83	346.44	518.14	399.77	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:05:958	-	-	-	-	-	-	-	-
686705.15	21:27:23:587	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.62	598.52	363.63	630.51	346.04	521.09	397.97	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:05:958	-	-	-	-	-	-	-	-
686721.74	21:27:23:603	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	597.16	363.91	629.07	345.77	519.99	398.69	-	-	0.02	-0.05	1.00	0.07	-0.10	0.99	00:00:06:000	-	-	-	-	-	-	-	-
686738.23	21:27:23:620	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	596.12	363.18	629.15	345.27	517.77	398.34	-	-	0.02	-0.05	1.00	0.07	-0.10	0.99	00:00:06:000	-	-	-	-	-	-	-	-
686754.90	21:27:23:636	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.62	596.36	364.13	629.86	345.68	517.50	399.96	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:042	-	-	-	-	-	-	-	-
686771.31	21:27:23:653	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.68	599.83	361.64	632.93	343.00	521.09	397.69	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:06:042	-	-	-	-	-	-	-	-
686788.12	21:27:23:670	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.68	597.36	363.87	629.15	345.57	520.30	398.75	-	-	0.02	-0.05	1.00	0.07	-0.10	0.99	00:00:06:083	-	-	-	-	-	-	-	-
686804.65	21:27:23:686	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	598.83	362.21	632.74	342.66	519.31	399.44	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:083	-	-	-	-	-	-	-	-
686821.28	21:27:23:703	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.66	599.41	362.96	632.32	342.73	520.98	400.27	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:06:083	-	-	-	-	-	-	-	-
686837.69	21:27:23:719	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	597.34	364.31	630.06	346.98	519.21	398.71	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:125	-	-	-	-	-	-	-	-
686854.37	21:27:23:736	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.62	596.56	364.77	629.24	345.74	518.61	400.68	-	-	0.02	-0.05	1.00	0.07	-0.10	0.99	00:00:06:125	-	-	-	-	-	-	-	-
686870.98	21:27:23:752	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	598.32	361.94	630.97	342.58	520.23	398.40	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:125	-	-	-	-	-	-	-	-
686887.67	21:27:23:769	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.66	597.38	363.67	630.18	345.65	519.18	398.82	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:167	-	-	-	-	-	-	-	-
686904.11	21:27:23:786	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.66	598.74	363.79	632.54	344.19	519.38	400.87	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:167	-	-	-	-	-	-	-	-
686920.72	21:27:23:802	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	598.80	364.09	631.49	345.31	520.61	399.89	-	-	0.01	-0.05	1.00	0.06	-0.10	0.99	00:00:06:208	-	-	-	-	-	-	-	-
686937.38	21:27:23:819	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	597.38	364.41	631.10	345.87	518.16	400.45	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:208	-	-	-	-	-	-	-	-
686953.96	21:27:23:835	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	597.75	364.37	632.08	345.97	517.83	400.59	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:208	-	-	-	-	-	-	-	-
686970.66	21:27:23:852	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	596.79	364.01	631.02	345.19	517.08	400.58	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:250	-	-	-	-	-	-	-	-
686987.15	21:27:23:869	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	597.50	364.13	630.96	345.33	518.59	400.30	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:250	-	-	-	-	-	-	-	-
687003.75	21:27:23:885	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	597.06	363.36	630.81	345.50	517.82	398.85	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:292	-	-	-	-	-	-	-	-
687020.32	21:27:23:902	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	594.81	363.89	630.71	345.62	513.35	400.78	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:292	-	-	-	-	-	-	-	-
687037.07	21:27:23:919	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	596.13	363.15	632.53	344.12	514.04	401.04	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:333	-	-	-	-	-	-	-	-
687053.46	21:27:23:935	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.64	597.02	365.52	631.45	347.40	517.05	401.45	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:333	-	-	-	-	-	-	-	-
687070.09	21:27:23:952	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	597.08	364.71	631.50	345.65	517.14	401.56	-	-	0.01	-0.05	1.00	0.07	-0.10	0.99	00:00:06:375	-	-	-	-	-	-	-	-
687086.70	21:27:23:968	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	596.79	365.15	631.02	346.48	517.08	401.52	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:375	-	-	-	-	-	-	-	-
687103.20	21:27:23:985	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.66	596.75	364.54	632.17	347.03	515.64	400.47	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:375	-	-	-	-	-	-	-	-
687119.85	21:27:24:001	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.68	595.41	365.41	630.46	348.48	514.82	400.54	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:375	-	-	-	-	-	-	-	-
687136.62	21:27:24:018	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.64	597.06	367.04	631.88	348.41	516.67	403.53	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:417	-	-	-	-	-	-	-	-
687153.05	21:27:24:035	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.18	3.68	596.32	365.79	631.44	348.73	515.60	401.08	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:417	-	-	-	-	-	-	-	-
687169.92	21:27:24:051	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.68	595.30	368.56	629.91	352.78	515.19	402.14	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:458	-	-	-	-	-	-	-	-
687186.22	21:27:24:068	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.70	595.64	369.17	629.11	353.52	516.78	401.98	-	-	0.02	-0.06	1.00	0.07	-0.10	0.99	00:00:06:458	-	-	-	-	-	-	-	-
687202.85	21:27:24:084	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.68	595.53	369.59	628.96	352.48	516.80	403.74	-	-	0.02	-0.06	1.00	0.07	-0.10	0.99	00:00:06:500	-	-	-	-	-	-	-	-
687219.46	21:27:24:101	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.68	595.91	369.44	628.95	352.35	517.55	403.39	-	-	0.02	-0.06	1.00	0.07	-0.10	0.99	00:00:06:500	-	-	-	-	-	-	-	-
687236.05	21:27:24:118	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.68	595.99	369.99	629.21	352.80	517.45	404.09	-	-	0.02	-0.06	1.00	0.07	-0.10	0.99	00:00:06:542	-	-	-	-	-	-	-	-
687252.63	21:27:24:134	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.66	597.20	368.48	630.77	350.75	518.16	403.40	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:542	-	-	-	-	-	-	-	-
687269.24	21:27:24:151	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.68	597.09	369.36	630.19	351.35	518.61	404.22	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:542	-	-	-	-	-	-	-	-
687285.82	21:27:24:167	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.62	597.03	368.95	630.84	350.93	517.75	404.24	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:542	-	-	-	-	-	-	-	-
687302.53	21:27:24:184	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.66	598.13	369.52	630.94	350.73	519.91	404.98	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:542	-	-	-	-	-	-	-	-
687319.08	21:27:24:201	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.62	596.13	367.24	630.32	349.10	516.50	402.95	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:583	-	-	-	-	-	-	-	-
687335.58	21:27:24:217	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.22	3.66	597.29	368.40	630.09	349.34	519.18	404.16	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:625	-	-	-	-	-	-	-	-
687352.24	21:27:24:234	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.12	3.74	598.15	366.81	632.97	350.92	517.55	400.81	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:625	-	-	-	-	-	-	-	-
687368.78	21:27:24:250	Trial001	Jonathan-3-recording.avi	0.00	46317.20	Jonathan - antihistamine 1 + 2	Crimson	100.00	Eye	-	Visual Intake	-	14	4.20	3.68	597.86	364.54	635.06	347.52	514.63	400.96	-	-	0.01	-0.06	1.00	0.07	-0.10	0.99	00:00:06:625	-	-	-	-	-	-	-	-
